Text,Summary
"Europe suffered fewer natural disasters, but 191 people were killed and more than 2,000 injured in March after the terrorist attack on train stations in Madrid. The damages claimed in 2004 eclipsed previous years, including 2001 when the 11 September attacks pushed claims up to $37bn. Swiss Re said it had registered about 300 natural and man-made disasters around the world in 2004. Twenty-one thousand people lost their lives in the catastrophes with a cost to the global economy of around $105bn (£54bn).
","Swiss Re said it had registered about 300 natural and man-made disasters around the world in 2004.The world's second biggest insurer said disasters around the globe have seen property claims reach $42bn (£21.5bn).Tightly packed populations in the areas involved in natural and man-made disasters were to partly to blame for the rise in claims, it said.The damages claimed in 2004 eclipsed previous years, including 2001 when the 11 September attacks pushed claims up to $37bn."
"According to the Reuters news agency, 35 of the companies sued on Thursday are Italian while the remaining 10 are international. The unidentified Parmalat source also told Reuters that the company was planning to take action against a total of 80 financial institutions. Among those already targeted are Bank of America, UBS, Credit Suisse First Boston, Deutsche Bank and Citigroup. It has also gone after auditors Grant Thornton. They have all denied any wrongdoing. Parmalat was declared insolvent in December 2003 after it emerged that 4bn euros thought to be held in an offshore account did not in fact exist. In the investigation that followed it became apparent that the company, among other things, had been billing clients twice in order to boost sales and bolster the balance sheet. That enabled Parmalat to borrow heavily and expand overseas, allowing it to become a darling of the Italian stock exchange.
","Parmalat has sued 45 banks as it tries to reclaim money paid to banks before the scandal-hit Italian dairy company went bust last year.Parmalat has not identified which banks it has gone after this time.The unidentified Parmalat source also told Reuters that the company was planning to take action against a total of 80 financial institutions.Under Italian law, administrators can seek to get back money paid to financial institutions prior to insolvency, if there is a suspicion that the institutions knew that the company was in financial trouble.It has also gone after auditors Grant Thornton.He claims the banks were aware of the problems but continued to work with the company so they could earn commissions."
"Iraq is seeking to award contracts for three projects, valued at $500m (£258.5m). Turkey's Everasia is reported by Reuters to have won a contract to develop the Khurmala Dome field in the north of the country. A Canadian company, named IOG, is reported to have won the contract to run the Himrin field. Ironhorse Oil and Gas has denied to Reuters that it is the company in question. These two projects aim to develop Khurmala field to produce 100,000 barrels per day and raise the output of Himrin. The winners of the contract are to build new flow lines and build gas separation stations. The contract to develop the Suba-Luhais field has not yet been awarded as Iraq's Oil Ministry is studying the offers. If Iraq's cabinet approves the oil ministry's choice of companies, then this will be the first deal that Iraq has signed with a foreign oil company. Iraq is still trying to boost its production capacity to match levels last seen in the eighties, before the war with Iran. Oil officials hope to double Iraq's output by the end of the decade.
","Reuters news agency reported that Iraq's Oil Ministry has awarded the first post-war oilfield contracts to a Canadian and a Turkish company.The contract to develop the Suba-Luhais field has not yet been awarded as Iraq's Oil Ministry is studying the offers.Shares in Irish oil company Petrel Resources have lost more than 50% of their value on a report that the firm has failed to win a contract in Iraq.If Iraq's cabinet approves the oil ministry's choice of companies, then this will be the first deal that Iraq has signed with a foreign oil company.Ironhorse Oil and Gas has denied to Reuters that it is the company in question.A Canadian company, named IOG, is reported to have won the contract to run the Himrin field."
"The US bankruptcy court's initial order on Thursday - to temporarily block the sale - in response to Yukos filing for Chapter 11 bankruptcy protection, was upheld in a second ruling on Saturday. The protection, if recognised by the Russian authorities, would have allowed Yukos' current management to retain control of the business and block the sale of any company assets. Yukos has said the sale amounts to expropriation - punishment for the political ambitions of its founder, Mikhail Khodorkovsky. Mr Khodorkovsky is now in jail, on separate fraud charges. But President Vladimir Putin has described the affair as a crackdown on corruption - and the BBC's Sarah Rainsford in Moscow says most Russians believe the destruction of Yukos is now inevitable. Hours before the auction lawyers for Menatep, a group through which Mr Khodorkovsky and his associates control Yukos, said they would take legal action in other countries. Menatep lawyers, who were excluded from observing the auction, said they would retaliate by seeking injunctions in foreign courts to impound Russian oil and gas exports.
","Yukos reacted immediately by repeating its view that the auction was illegal in international and Russian law, and said Baikal had bought itself trouble.A little-known Russian company has bought the main production unit of oil giant Yukos at auction in Moscow.Meanwhile, Tim Osborne, head of Yukos main shareholders' group Menatep, said that Yukos may have to declare itself bankrupt, and that legal action would be taken, outside Russia, against the auction winners.Hours before the auction lawyers for Menatep, a group through which Mr Khodorkovsky and his associates control Yukos, said they would take legal action in other countries.""The company considers that the victor of today's auction has bought itself a serious $9bn headache,"" said Yukos spokesman Alexander Shadrin.However, Gazprom has announced it is not linked to Baikal in any way.Yukos has always insisted the auction was state-sponsored theft but Russian authorities argued they were imposing the law, trying to recover billions in unpaid taxes.""I would not exclude that the structure of the deal has slightly changed and Gazprom now has a partner.Yukos has said the sale amounts to expropriation - punishment for the political ambitions of its founder, Mikhail Khodorkovsky.Baikal paid 260.75bn roubles ($9.37bn: £4.8bn) for Yugansk - nowhere near the $27bn Russia says Yukos owes in taxes.But just two companies turned up for the auction, Gazprom and the unknown Baikal Finance Group, named after a large freshwater lake in Siberia.Reports from Russia say Baikal has paid a deposit of nearly $1.7bn from a Sberbank (Savings Bank) account to the Russian Federal Property Fund, for Yugansk.And, according to Tass news agency, Gazprom did not make a single bid, leaving the way open for Baikal, which paid above the auction start price of 246.75bn roubles.The protection, if recognised by the Russian authorities, would have allowed Yukos' current management to retain control of the business and block the sale of any company assets."
"India, with a population of more than one billion, consumes about 1.2 billion bottles of beer every year. Kingfisher has market share of about 29%. In addition to the equity stake S&N is to invest 2.47bn rupees in United through non-convertible redeemable preference shares. Meanwhile, United's budget airline, Kingfisher Airlines, is to buy 10 A320 aircraft from Airbus and has the option to buy 20 more aircraft in a deal worth up to $1.8bn. The airline, the brainchild of Mr Mallya, expects to start its operations by the end of April. The new airline would break even in the very first year of operation, Mr Mallya said.
","The UK's biggest brewer, Scottish and Newcastle (S&N), is to buy 37.5% of India's United Breweries in a deal worth 4.66bn rupees ($106m:£54.6m).S&N will buy a 17.5% equity stake in United, maker of the well-known Kingfisher lager brand, and make a public offer to buy another 20% stake.In 2002 S&N and United agreed to form a strategic partnership, one that would include a joint venture business and a UK investment in the Indian brewer.Millennium Alcobev will now be merged with United, which expects post-merger to have about half of India's beer market.In addition to the equity stake S&N is to invest 2.47bn rupees in United through non-convertible redeemable preference shares.Meanwhile, United's budget airline, Kingfisher Airlines, is to buy 10 A320 aircraft from Airbus and has the option to buy 20 more aircraft in a deal worth up to $1.8bn."
"Last week the LSE said not only was the bid undervalued, but that it had ""been advised that there can be no assurance that any transaction could be successfully implemented"". However, it has indicated it is open for further talks. Meanwhile, German magazine Der Spiegel said part of Mr Seifert's negotiations with the LSE were about where to base the future board of any merged exchange. While Mr Seifert has suggested a merged company would be run out of London, the mayor of Frankfurt has raised concerns that such a move could cost German jobs. Many analysts believe German Boerse has more financial firepower than Euronext if it came to a bidding war.
","Last week, the LSE rejected a takeover proposal from German rival Deutsche Boerse - the 530 pence-a-share offer valued the exchange at about £1.35bn.Euronext already has a presence in London due to its 2001 acquisition of London-based options and futures exchange Liffe.Last week the LSE said not only was the bid undervalued, but that it had ""been advised that there can be no assurance that any transaction could be successfully implemented"".Trades on the LSE are cleared via Clearnet, in which Euronext has a quarter stake.Pan-European group Euronext is poised to launch a bid for the London Stock Exchange, UK media reports say.Euronext, which also operates an exchange in Lisbon, last week appointed UBS and ABN Amro as additional advisors.While Mr Seifert has suggested a merged company would be run out of London, the mayor of Frankfurt has raised concerns that such a move could cost German jobs."
"She said reports of a slump in pre-Christmas sales were related to the growing popularity of internet sales. ""I do think this has had a lot to do with reports of lower sales figures,"" she said. ""Internet shopping has gone up enormously and not all stores have websites.""
","A spokesman for Manchester's Trafford Centre said it was ""the biggest Christmas to date"" with sales up 5%.""I do think this has had a lot to do with reports of lower sales figures,"" she said.""Our sales so far have been 2% up on the same time last year,"" he said.Regent Street Association director Annie Walker said on Saturday: ""The stores were heaving today and a lot of people are going to be doing last minute shopping as many people finished work on Friday and can go in the week.""On Saturday afternoon, a spokeswoman for the St David's Shopping Centre in Cardiff said it looked like being its busiest day of the year with about 200,000 shoppers expected to have visited by the close of play.The Trafford Centre spokeswoman said about 8,500 thousand vehicles had arrived at the centre on Saturday before 1130 GMT.She said reports of a slump in pre-Christmas sales were related to the growing popularity of internet sales.Shops all over the UK reported strong sales on the last Saturday before Christmas with some claiming record-breaking numbers of festive shoppers."
"""We tried to find it, but we couldn't and as far as I know, the papers had the same result."" The sale has however bought time for Gazprom to raise the money needed for the purchase, analysts said. One scenario is that Baikal will not pay when it is supposed to in two weeks time, putting Yuganskneftegas back in the hands of bailiffs and back within the reach of Gazprom. Yukos is not planning on letting go of its unit without a fight and has threatened legal action against any buyer. Menatep, Yukos main shareholders' group, has also threatened legal action. Yukos claims that it is being punished for the political ambitions of its founder, Mikhail Khodorkovsky, who is now in jail facing separate fraud charges. It has been hit with more than $27bn in taxes and fines and many observers now say that the break up of the firm that accounts for 20% of Russia's oil output is inevitable.
","The sale has however bought time for Gazprom to raise the money needed for the purchase, analysts said.The sale has destroyed Yukos, once the owner of Yuganskneftegas, said founder Mikhail Khodorkovsky.Gazprom has denied that it is behind the purchase.""It is a front for somebody but not necessarily for Gazprom,"" said Oleg Maximov, an analyst at Troika Dialog in Moscow.""We don't know if this company is linked 100% to Gazprom.""Yuganskneftegas has been sold in the best traditions of the 90s.Russia's newspapers claimed that Baikal was a front for gas monopoly Gazprom, which had been expected to win.Gazprom had been expected to win the auction but is thought to have failed to get finance for the deal after a US court injunction barred it from taking part.It has been hit with more than $27bn in taxes and fines and many observers now say that the break up of the firm that accounts for 20% of Russia's oil output is inevitable."
"A weekend report in the Telegraph had quoted an unnamed executive at Euronext as saying the group would make a cash bid to trump Deutsche Boerse's offer. ""Because we already own Liffe in London, the cost savings available to us from a merger are far greater than for Deutsche Boerse,"" the newspaper quoted the executive as saying. Euronext chief executive Jean-Francois Theodore is reported to have already held private talks with LSE's chief executive Clara Furse. Further reports had suggested that Euronext could make an offer in excess of the LSE's 533p a share closing price on Friday. However, Euronext said it could not guarantee ""at this stage"" that a firm offer would be made for LSE. There has been extensive speculation about a possible takeover of the company since an attempted merger with Deutsche Boerse failed in 2000.
","Commentators say that a deal with Euronext, which owns the Liffe derivatives exchange in London and combines the Paris, Amsterdam and Lisbon stock exchanges, could potentially offer the LSE more cost savings than a deal with Deutsche Boerse.Pan-European stock market Euronext has approached the London Stock Exchange (LSE) about a possible takeover bid.The offer follows widespread media speculation that Euronext would make an offer for LSE.However, Euronext said it could not guarantee ""at this stage"" that a firm offer would be made for LSE.Talks with the European stock market and with rival bidder Deutsche Boerse will continue, the LSE said.A weekend report in the Telegraph had quoted an unnamed executive at Euronext as saying the group would make a cash bid to trump Deutsche Boerse's offer."
"Iraq's Trade Minister Mohammed Mustafa al-Jibouri welcomed the move, describing it as significant as November's decision by the Paris Club of creditor nations to write off 80% of the country's debts. Assad Omar, Afghanistan's envoy to the United Nations in Geneva, said accession would contribute to ""regional prosperity and global security"". There are now 27 countries seeking membership of the WTO. Prospective members need to enter into negotiations with potential trading countries and change domestic laws to bring them in line with WTO regulations. Before the process gets under way, all 148 WTO members must give their backing to applicant countries. The US said it could not approve Iran's application because it is currently reviewing relations. But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Iran's application ""must be treated independently of political issues"".
","There are now 27 countries seeking membership of the WTO.The World Trade Organisation (WTO) is to hold membership talks with both Iraq and Afghanistan.But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Iran's application ""must be treated independently of political issues"".Before the process gets under way, all 148 WTO members must give their backing to applicant countries.Membership of the Geneva-based WTO helps guarantee a country's goods receives equal treatment in the markets of other member states - a policy which has seen it become closely associated with globalisation.But Iran's bid to join the trade body has been refused after the US blocked its application for the 21st time."
"""The US wine market represents a growth opportunity for Diageo, with favourable demographic and consumption trends,"" said Diageo North America president Ivan Menezes. In July, Diageo, which is listed on the London Stock Exchange, reported an annual turnover of £8.89bn, down from £9.28bn a year earlier. It blamed a weaker dollar for its lower turnover. In the year ending 31 December 2003, Chalone reported revenues of $69.4m.
","""The US wine market represents a growth opportunity for Diageo, with favourable demographic and consumption trends,"" said Diageo North America president Ivan Menezes.Diageo said it expects to get US regulatory approval for the deal during the first quarter of 2005.It said Chalone would be integrated into its existing US wine business.Diageo, the world's biggest spirits company, has agreed to buy Californian wine company Chalone for $260m (£134m) in an all-cash deal."
"While it predicts this fall from the current 2.1% level, it said it was making progress on ending deflation. The figures were given by economics minister Heizo Takenaka who said the economy would grow by 2% in 2006/07. He said the consumer price index (CPI) would rise 0.1% in the next fiscal year, the first gain since 2000/01. ""We are attempting to make real economic conditions better and to overcome deflation. I think we are on track,"" said Mr Takenaka. Deflation - or falling consumer prices - has plagued Japan for more than five years. To ease the problem the Bank of Japan has regularly flooded the money market with excess cash to keep short term interest rates at 0% in an attempt to spur economic activity.
","He said the consumer price index (CPI) would rise 0.1% in the next fiscal year, the first gain since 2000/01.Deflation - or falling consumer prices - has plagued Japan for more than five years.The Japanese government has forecast that the country's economic growth will slow to 1.6% in the next fiscal year starting in April 2005.While it predicts this fall from the current 2.1% level, it said it was making progress on ending deflation."
"""The proof is that some properties that have been appropriately discounted are selling, even in the current market."" Overall, asking prices have fallen 3.3% from their July peaks as the equivalent of £6,500 has been cut from an average property. A host of mortgage lenders and economists have predicted that property prices will either fall or stagnate in 2005. ""What is apparent is a picture of a slowing market, but one that should remain stable as we return to more normal volumes of lending over 2005 as a whole,"" CML director general Michael Coogan said. ""It's a fairly consistent picture, showing that mortgage demand has fallen back again, which is consistent with a continuing correction in the housing market,"" Investec economist Philip Shaw said. ""However, the figures do suggest only a modest weakening, and we stand by our view that the property market will remain in the doldrums for some time, though a collapse is still unlikely.""
","The CML said that loans for new property purchases fell 25% year-on-year to 85,000 - the lowest total seen since February 2003.CML figures showed gross lending fell by 4% in November as the number of people buying new homes fell.A swathe of figures have provided further evidence of a slowdown in the UK property market.The Council of Mortgage Lenders (CML), British Bankers Association (BBA) and Building Societies Association (BSA) all said mortgage lending was slowing.Data from the CML showed lending fell to just over £25bn in November, from £25.5bn a year earlier.""What is apparent is a picture of a slowing market, but one that should remain stable as we return to more normal volumes of lending over 2005 as a whole,"" CML director general Michael Coogan said.Rightmove said estate agents were set to enter 2005 with a third more properties on their books than a year ago.A host of mortgage lenders and economists have predicted that property prices will either fall or stagnate in 2005."
"Speaking on Tuesday, President Putin said Baikal was owned by individual investors who planned to build relationships with other Russian energy firms interested in the development of Yuganskneftegas. President Putin also suggested that China's National Petroleum Corporation could play a role in the unit's future after signing a commercial agreement with Gazprom to work on joint energy projects. Yukos has claimed that the sale of its main asset will lead to the collapse of the company. Commentators and Yukos itself claim the firm is the target of a government campaign to destroy it because of the political ambitions of its founder, Mikhail Khodorkovsky.
","Yukos will return to a US court on Wednesday to seek sanctions against Baikal Finance Group, the little-known firm which has bought its main asset.Yukos has said it will sue Baikal and others involved in the sale of Yuganskneftegas for $20bn in damages.Yukos' US lawyers will attempt to have Baikal assets frozen after the Russian government ignored a US court order last week blocking the sale.Yukos' US lawyers claim the auction was illegal because the firm had filed for bankruptcy and therefore its assets were now under the protection of US bankruptcy law which has worldwide jurisdiction.Yukos has claimed that the sale of its main asset will lead to the collapse of the company.Russian newspapers have claimed that Baikal - which bought the Yuganskneftegas production unit for $9.4bn (261bn roubles, £4.8bn) on Sunday at a state provoked auction - has strong links with Surgutneftegas, Russia's fourth-biggest oil producer.Many observers believe that the unit, which produces 60% of Yukos' oil output, could ultimately fall into the hands of Surgutneftegas or even Gazprom, the state gas firm which opted out of the auction."
"Meanwhile, the group made no comment about the future of the Independent newspaper despite recent speculation that Sir Anthony had held talks with potential buyers over a stake in the daily publication. He has consistently denied suggestions that the Independent and the Independent on Sunday are up for sale. Buy it is understood that the recent success of the smaller edition of the Independent, which has pushed circulation up by 20% to 260,000, has prompted interest from industry rivals, with Daily Mail & General Trust tipped as the most likely suitor. The loss-making newspaper is not expected to reach break-even until 2006.
","Irish publishing group Independent News & Media is buying up a 26% stake in Indian newspaper company Jagran in a deal worth 25m euros ($34.1m).Meanwhile, the group made no comment about the future of the Independent newspaper despite recent speculation that Sir Anthony had held talks with potential buyers over a stake in the daily publication.""2004 has proven to be an important year for Independent News & Media,"" said chief executive Sir Anthony O'Reilly.Group advertising revenues were up over 10% year-on-year, the group said, with overall circulation revenues are expected to increase almost 10% year-on-year.He has consistently denied suggestions that the Independent and the Independent on Sunday are up for sale.Buy it is understood that the recent success of the smaller edition of the Independent, which has pushed circulation up by 20% to 260,000, has prompted interest from industry rivals, with Daily Mail & General Trust tipped as the most likely suitor."
"Fannie Mae was found to have violated accounting rules relating to derivatives - financial instruments used to hedge against fluctuations in interest rates - and some pre-paid loans. As a result, it could be forced to restate $9bn in earnings over the past four years, effectively wiping out a third of the company's profits since 2001. Although not making loans directly to buyers, Fannie Mae is the largest single player in the mortgage market, underwriting half of all US house purchases. The firm operates under charter from the US Congress. It has faced stinging criticism from Congressional leaders who held hearings into its finances earlier this year and from government regulator, the Office of Federal Housing Enterprise Oversight (OFHEO). ""We are encouraged that the board's announcement signals a new culture and a new direction for Fannie Mae,"" Armando Falcon, OFHEO director said. The problems afflicting Fannie Mae are just the latest to hit the US mortgage industry. Freddie Mac, the country's other largest mortgage firm, was forced to restate its earnings by $4.4bn last year and pay a $125m fine after an investigation of its books.
","Fannie Mae was criticised by financial regulators and could have to restate its earnings by up to $9bn (£4.6bn).The financial regulator said Fannie Mae would have to raise substantial new capital to restore its balance sheet.The two most senior executives at US mortgage giant Fannie Mae have resigned after accounting irregularities were uncovered at the company.The problems afflicting Fannie Mae are just the latest to hit the US mortgage industry.Recent investigations have exposed extensive accounting errors at Fannie Mae, which supplies funds to America's $8 trillion mortgage market.Although not making loans directly to buyers, Fannie Mae is the largest single player in the mortgage market, underwriting half of all US house purchases.Analysts said the SEC's criticism made it impossible for Fannie Mae's senior executives to remain.Fannie Mae was found to have violated accounting rules relating to derivatives - financial instruments used to hedge against fluctuations in interest rates - and some pre-paid loans."
"The UK government granted GW Pharma a licence to grow the cannabis plant for medical research purposes. Satifex consists of a cannabis extract containing tetrahydrocannabinol and cannabidiol, a cocktail that has also proved effective in treating patients with arthritis. Thousands of plants are grown at a secret location somewhere in the English countryside. Despite hopes of regulatory approval last year, a series of delays has put back Sativex's launch in the UK. The latest news sent shares in GW Pharma up 8.5p, or 8.1%, to 113.5p.
","A prescription cannabis drug made by UK biotech firm GW Pharmaceuticals is set to be approved in Canada.""We are delighted to receive this qualifying notice from Health Canada and look forward to receiving regulatory approval for Sativex in Canada in the early part of 2005,"" said GW Pharma executive chairman Dr Geoffrey Guy.This will be the first time a cannabis-based drug has been approved anywhere in the world, representing a landmark for GW Pharma and for patients with MS.The UK government granted GW Pharma a licence to grow the cannabis plant for medical research purposes.A few weeks ago, shares in GW Pharma lost a third of their value after UK regulators said they wanted more evidence about the drug's benefits.But now Canadian authorities have said the Sativex drug will be considered for approval."
"""We will submit a budget that fits the times,"" Mr Bush said. ""It will provide every tool and resource to the military, will protect the homeland, and meet other priorities of the government."" The US has said it is committed to a strong dollar. But the dollar's weakness has hit European and Asian exporters and lead to calls for US intervention to boost the currency. Mr Bush, however, has said the best way to halt the dollar's slide is to deal with the US deficit. ""It's a budget that I think will send the right signal to the financial markets and to those concerned about our short-term deficits,"" Mr Bush added. ""As well, we've got to deal with the long-term deficit issues.""
","Mr Bush, however, has said the best way to halt the dollar's slide is to deal with the US deficit.US president George W Bush has pledged to introduce a ""tough"" federal budget next February in a bid to halve the country's deficit in five years.""We will submit a budget that fits the times,"" Mr Bush said.The US budget and its trade deficit are both deep in the red, helping to push the dollar to lows against the euro and fuelling fears about the economy.Mr Bush indicated there would be ""strict discipline"" on non-defence spending in the budget."
"The figures support recent data from the government and other bodies which all point to a slowdown in the housing market. On Monday, the Council of Mortgage Lenders, British Bankers Association and Building Societies Association all said mortgage lending was slowing. The figures were published as another survey by property website Rightmove said the average asking price of a home fell by more than £600 from £190,329 in November to £189,733 in December. Around the UK, the Midlands and South saw the biggest price falls, while London prices fell but at less than the national rate. In Scotland, where prices have remained on an upward path, increases were more ""moderate"", RICS added. But the news failed to dent confidence that sales will recover in future, with surveyors at their most optimistic in a year - as new purchase inquiries stabilised despite holding at lower levels. ""Sales usually pick up in the New Year and I am confident this year will be no exception,"" Mr Perry added. Looking ahead, the group is anticipating a quiet start to 2005 with the market picking up in the second half - prompting a 3% rise in prices over the coming 12 months.
","House prices fell further in November and property sale times lengthened as rate rises took their toll, the Royal Institute of Chartered Surveyors found.The figures were published as another survey by property website Rightmove said the average asking price of a home fell by more than £600 from £190,329 in November to £189,733 in December.A total of 48% of chartered surveyor estate agents reported lower prices in the three months to November - the highest level in 12 years.Around the UK, the Midlands and South saw the biggest price falls, while London prices fell but at less than the national rate.""The slowdown occurring in the market has given buyers more power to negotiate, but this time of year is traditionally a quiet one,"" RICS housing spokesman Ian Perry said.In Scotland, where prices have remained on an upward path, increases were more ""moderate"", RICS added."
"This is partly because there are still bank account holders who are waiting to recover some of their deposits. ""The situation is bad for those who had previously chosen to save in Argentina, "" said Carlos Baez Silva, president of AARA, an association that represents bank account and bond holders. Few people have recovered more than about half their savings, Mr Baez Silva estimated, pointing out that many of the savers who have lost out are pensioners or others who once trusted the government, people who set aside money for the future in the belief that their investment would be safe. ""A lot of them invested in good faith,"" he said. ""The Argentine state responded by taking most of their investments."" The affair has made Mr Baez Silva disillusioned with the country's legal system. On occasion, the Supreme Court has ruled against the interests of the people he represents, he says, insisting that the system cannot be trusted. ""People have to deposit their money in the banks, not necessarily because they trust them but because crime is so high that people cannot have their money in their homes beneath their mattresses."" Mr Valentine, who was born in the United States but grew up in Argentina, agreed. ""If I have to save pesos [the local currency] there is not much problem, but I will think twice before I deposit dollars in a bank"".
","Mr Valentine, who was born in the United States but grew up in Argentina, was fortunate: At the time of the crisis, his savings were held in dollar accounts abroad.""Three years ago, every sector [of the economy] was hit by the crisis,"" said entrepreneur Drayton Valentine.Three years after Argentina was hit by a deadly economic crisis, there is fresh hope.Mr Valentine, who was born in the United States but grew up in Argentina, agreed.""The situation is bad for those who had previously chosen to save in Argentina, "" said Carlos Baez Silva, president of AARA, an association that represents bank account and bond holders.Argentina was on the brink of collapse.Few people have recovered more than about half their savings, Mr Baez Silva estimated, pointing out that many of the savers who have lost out are pensioners or others who once trusted the government, people who set aside money for the future in the belief that their investment would be safe.""Everyone needs to keep in mind the enormous cost on the part of both creditors and the Argentine society and people that will have been endured by the time a settlement is reached,"" he said.The debt default sparked a deep and prolonged economic crisis which, at least initially, was made worse by the government's decisions.Argentina has made a remarkable recovery from a hideous and lengthy recession which in 2001 culminated in the government halting debt repayments to its private creditors.""Locally there is a sense of recovery, many companies are exporting now,"" he said, noting that a lot of firms, which were closed during the crisis, are re-opening.Argentina is still burdened by its failure to pay private creditors at the end of 2001.The affair has made Mr Baez Silva disillusioned with the country's legal system.It really was dire.The fix was found in the currency markets with the abandonment of the peso's decade-long peg to the US dollar in February 2002.""The Argentine authorities are proud, should be proud, of the strong performance of the economy,"" Thomas Dawson, an IMF director, said earlier this month.""Agriculture and tourism are helping,"" said entrepreneur Drayton Valentine.""If I have to save pesos [the local currency] there is not much problem, but I will think twice before I deposit dollars in a bank""."
"Disney also failed to disclose payments to Air Shamrock, an airline owned by Mr Gold and fellow former Disney directors Roy Disney. Finally, Disney also did not reveal that it provided more than $200,000 annually for office space, secretarial services, and a leased car and driver to former director Thomas Murphy. ""Shareholders have a significant interest in information regarding relationships between the company and its directors,"" said SEC deputy enforcement director Linda Thomsen. ""Failure to comply with the SEC's disclosure rules in this area impedes shareholders' ability to evaluate the objectivity and independence of directors.""
","The SEC also found that Disney did not disclose that a 50% Disney-owned subsidiary company - Lifetime - employed the wife of current Disney director John Bryson, and that she earned more than $1m a year.Disney also failed to disclose payments to Air Shamrock, an airline owned by Mr Gold and fellow former Disney directors Roy Disney.Walt Disney has settled charges from US federal regulators that it failed to disclose how family members of directors were employed by the company.Disney failed to tell investors that between 1999 and 2001 it employed three adult children of three then directors.The three Disney directors in question in the central matter of the SEC's investigation - Reveta Bowers, Stanley Gold and Raymond Watson - have all since left the company, with Ms Bowers and Mr Watson both retiring, and Mr Gold quitting in 2003."
"Even so, analysts reckon that the saga still has a long way to go. The Rosneft announcement came just hours after Yukos accused Gazprom of illegally taking part in Sunday's auction. It has said it will be seeking damages of $20bn. The claim was made at the latest hearing in the US bankruptcy court in Houston, Texas, where Yukos, had filed for Chapter 11 bankruptcy protection. If found in contempt of the US court order blocking the auction, Gazprom could face having foreign assets seized. Yukos' lawyers had also been expected to try to have Baikal's assets frozen. Lawyers claimed the auction was illegal because Yukos - with an office in Houston - had filed for bankruptcy and therefore its assets were under the protection of US law which has worldwide jurisdiction. Further muddying the waters is a merger between Rosneft and Gazprom which authorities have said will go ahead as planned.
","Lawyers claimed the auction was illegal because Yukos - with an office in Houston - had filed for bankruptcy and therefore its assets were under the protection of US law which has worldwide jurisdiction.Russia's president has defended the purchase of Yukos' key production unit by state-owned oil firm Rosneft, saying it followed free market principles.It has said it will be seeking damages of $20bn.The Rosneft announcement came just hours after Yukos accused Gazprom of illegally taking part in Sunday's auction.Gazprom, the company originally tipped to buy Yuganskneftegas, was banned from taking part in the auction by a US court injunction.By selling the Yukos unit to little-known Baikal and then to Rosneft, Russia is able to circumvent a host of tricky legal landmines, analysts said.A Rosneft spokesman has said the acquisition is part of its plan to build a ""balanced, national energy corporation.""Further muddying the waters is a merger between Rosneft and Gazprom which authorities have said will go ahead as planned.""Everything was done by market methods,"" Mr Putin said at his year-end press conference in Moscow.The latest announcement comes after more than a year of wrangling that has pushed Yukos, one of Russia's biggest companies to the brink of collapse.Vladimir Putin said it was quite within the rights of a state-owned company to ensure its interests were met.""The Russian government has sovereign immunity."""
"The uncertainty unleashed by the scandal has prompted three credit rating agencies - Standard & Poor's, Moody's and Fitch - to downgrade Marsh in recent weeks. According to the Financial Times, insurance analysts are now questioning whether Marsh will be able to maintain its strong record of earning growth as they draw up forecasts for the first quarter of next year. Doubts also exist over how much the company may have to pay regulators and lawyers to put the scandal behind.
","The US stock market regulator is investigating troubled insurance broker Marsh & McLennan's shareholder transactions, the firm has said.Marsh has said it is co-operating fully with the SEC investigation.Marsh is also the focus of an inquiry the New York attorney-general into whether insurers rigged the market.Since that inquiry was launched in October, Marsh has replaced its chief executive and held a boardroom shake-out to meet criticism by lessening the number of company executives on the board.Prosecutors allege that Marsh - the world's biggest insurance broker - and other US insurance firms may have fixed bids for corporate cover.The uncertainty unleashed by the scandal has prompted three credit rating agencies - Standard & Poor's, Moody's and Fitch - to downgrade Marsh in recent weeks."
"US firms and their workers have been targets of attacks, and security concerns are said to be a major reason for the slow pace of reconstruction in Iraq. Of the $18.4bn in reconstruction funds approved by Congress, less than $2bn has been spent. Lt Col Eric Schnaible of the PCO told the Associated Press news agency Contrack's withdrawal from the transportation contract was a ""mutually agreed-to separation"" and did not indicate a movement by US companies to leave Iraq. ""Some parts of the country are a whole lot more permissive than others,"" he added. ""Where we can get the work done, good things are happening.""
","""Members of the joint venture including Contrack are committed to the ongoing reconstruction efforts, are actively working in Iraq and continue to look for new construction opportunities in the country,"" it said in a statement.US firms and their workers have been targets of attacks, and security concerns are said to be a major reason for the slow pace of reconstruction in Iraq.A US company has pulled out of a major contract to rebuild Iraq's transport system after attacks on reconstruction efforts, Pentagon officials have said.Lt Col Eric Schnaible of the PCO told the Associated Press news agency Contrack's withdrawal from the transportation contract was a ""mutually agreed-to separation"" and did not indicate a movement by US companies to leave Iraq.Contrack said ""the original scope of work that was envisioned could not be executed in a cost-effective manner""."
